Customer ID;Age;Gender;Item Purchased;Category; Purchase Amount (USD) ;Location;Size;Color;Season;Review Rating;Subscription Status;Shipping Type;Discount Applied;Promo Code Used;Previous Purchases;Payment Method;Frequency of Purchases
1927;66;Male;Backpack;Accessories; $ 93,00 ;New Mexico;M;Silver;Spring;3;No;Express;No;No;6;PayPal;Annually
1951;43;Male;Backpack;Accessories; $ 78,00 ;Arkansas;L;Blue;Summer;4,6;No;Free Shipping;No;No;26;PayPal;Every 3 Months
1973;54;Male;Backpack;Accessories; $ 31,00 ;Louisiana;M;Silver;Summer;3,3;No;Express;No;No;48;PayPal;Every 3 Months
1991;32;Male;Backpack;Accessories; $ 95,00 ;Connecticut;L;White;Spring;3,4;No;2-Day Shipping;No;No;15;PayPal;Annually
1998;42;Male;Backpack;Accessories; $ 25,00 ;Connecticut;M;Purple;Fall;4,7;No;Express;No;No;10;Debit Card;Bi-Weekly
2014;39;Male;Backpack;Accessories; $ 70,00 ;Virginia;M;Peach;Winter;4,9;No;Standard;No;No;25;Debit Card;Quarterly
2019;60;Male;Backpack;Accessories; $ 97,00 ;Arkansas;S;Gold;Fall;4,5;No;Store Pickup;No;No;20;Bank Transfer;Weekly
2053;45;Male;Backpack;Accessories; $ 48,00 ;New Hampshire;M;Gray;Winter;3,7;No;2-Day Shipping;No;No;30;Bank Transfer;Annually
2057;55;Male;Backpack;Accessories; $ 46,00 ;Minnesota;L;Blue;Spring;4,4;No;2-Day Shipping;No;No;29;PayPal;Monthly
2073;39;Male;Backpack;Accessories; $ 66,00 ;Massachusetts;M;Beige;Winter;3,9;No;Next Day Air;No;No;22;Bank Transfer;Weekly
2122;43;Male;Backpack;Accessories; $ 68,00 ;Alaska;M;Olive;Winter;3,5;No;2-Day Shipping;No;No;32;Bank Transfer;Monthly
2131;25;Male;Backpack;Accessories; $ 68,00 ;Arizona;L;Violet;Summer;3,7;No;Free Shipping;No;No;33;Credit Card;Annually
2175;42;Male;Backpack;Accessories; $ 49,00 ;Colorado;S;Olive;Spring;2,9;No;Store Pickup;No;No;1;Cash;Annually
2262;58;Male;Backpack;Accessories; $ 76,00 ;South Carolina;L;Gold;Spring;4,4;No;Standard;No;No;12;Bank Transfer;Fortnightly
2263;53;Male;Backpack;Accessories; $ 22,00 ;Arizona;M;Green;Winter;3,1;No;2-Day Shipping;No;No;50;PayPal;Monthly
2331;60;Male;Backpack;Accessories; $ 63,00 ;Arizona;L;Orange;Summer;2,9;No;Store Pickup;No;No;47;PayPal;Every 3 Months
2357;57;Male;Backpack;Accessories; $ 58,00 ;Montana;M;Gray;Summer;3;No;Free Shipping;No;No;27;Debit Card;Quarterly
2376;60;Male;Backpack;Accessories; $ 63,00 ;Virginia;L;Peach;Fall;2,9;No;Next Day Air;No;No;18;Credit Card;Quarterly
2384;53;Male;Backpack;Accessories; $ 72,00 ;Rhode Island;L;Gold;Spring;4,9;No;2-Day Shipping;No;No;25;Bank Transfer;Annually
2418;21;Male;Backpack;Accessories; $ 24,00 ;Alaska;M;Olive;Fall;3,3;No;Standard;No;No;32;Venmo;Fortnightly
2424;49;Male;Backpack;Accessories; $ 81,00 ;West Virginia;M;Purple;Summer;2,8;No;Free Shipping;No;No;7;Credit Card;Every 3 Months
2444;24;Male;Backpack;Accessories; $ 30,00 ;South Dakota;M;Green;Spring;3,4;No;2-Day Shipping;No;No;24;Bank Transfer;Bi-Weekly
2496;40;Male;Backpack;Accessories; $ 37,00 ;Nebraska;XL;Orange;Spring;3,1;No;Free Shipping;No;No;34;Credit Card;Every 3 Months
2498;35;Male;Backpack;Accessories; $ 40,00 ;Colorado;M;Violet;Summer;4,2;No;Standard;No;No;28;Bank Transfer;Annually
2512;54;Male;Backpack;Accessories; $ 33,00 ;Idaho;M;Cyan;Summer;2,7;No;Store Pickup;No;No;1;PayPal;Quarterly
2549;42;Male;Backpack;Accessories; $ 63,00 ;Texas;L;Pink;Winter;3,8;No;Standard;No;No;34;Credit Card;Monthly
2564;69;Male;Backpack;Accessories; $ 81,00 ;Massachusetts;XL;Gray;Winter;4,5;No;Standard;No;No;1;Venmo;Every 3 Months
2589;44;Male;Backpack;Accessories; $ 49,00 ;Delaware;M;Peach;Summer;3,2;No;Free Shipping;No;No;38;Venmo;Bi-Weekly
2599;64;Male;Backpack;Accessories; $ 86,00 ;Nevada;XL;Olive;Fall;3,3;No;Express;No;No;31;Debit Card;Annually
2610;66;Male;Backpack;Accessories; $ 95,00 ;Arkansas;M;Black;Summer;3;No;Store Pickup;No;No;18;Debit Card;Bi-Weekly
2623;63;Male;Backpack;Accessories; $ 75,00 ;New Hampshire;M;Yellow;Spring;4,9;No;2-Day Shipping;No;No;15;Credit Card;Annually
2677;43;Female;Backpack;Accessories; $ 77,00 ;Kentucky;M;Maroon;Spring;3,6;No;Free Shipping;No;No;3;Cash;Fortnightly
2684;68;Female;Backpack;Accessories; $ 30,00 ;Montana;M;Indigo;Summer;4,2;No;Next Day Air;No;No;21;Cash;Fortnightly
2708;32;Female;Backpack;Accessories; $ 88,00 ;Nebraska;M;Pink;Fall;4,2;No;Standard;No;No;19;Cash;Weekly
2726;64;Female;Backpack;Accessories; $ 99,00 ;Mississippi;S;Violet;Summer;2,7;No;Free Shipping;No;No;4;Debit Card;Annually
2734;31;Female;Backpack;Accessories; $ 83,00 ;North Carolina;M;Magenta;Summer;4,7;No;Express;No;No;46;PayPal;Annually
2773;18;Female;Backpack;Accessories; $ 94,00 ;Pennsylvania;L;Blue;Spring;3,5;No;Store Pickup;No;No;10;Bank Transfer;Every 3 Months
2818;25;Female;Backpack;Accessories; $ 65,00 ;South Carolina;XL;Yellow;Winter;3,4;No;Standard;No;No;6;Venmo;Weekly
2821;26;Female;Backpack;Accessories; $ 89,00 ;Vermont;L;Yellow;Summer;3,9;No;Free Shipping;No;No;5;Cash;Bi-Weekly
2846;26;Female;Backpack;Accessories; $ 77,00 ;South Dakota;L;Lavender;Summer;4,1;No;Express;No;No;39;Debit Card;Every 3 Months
2869;45;Female;Backpack;Accessories; $ 49,00 ;Colorado;M;Black;Winter;2,6;No;Next Day Air;No;No;42;PayPal;Every 3 Months
2882;38;Female;Backpack;Accessories; $ 90,00 ;Texas;M;Cyan;Winter;4,2;No;Free Shipping;No;No;6;Bank Transfer;Annually
2886;29;Female;Backpack;Accessories; $ 82,00 ;Nevada;M;Yellow;Summer;3,5;No;Next Day Air;No;No;14;Credit Card;Bi-Weekly
2910;27;Female;Backpack;Accessories; $ 78,00 ;Louisiana;M;Indigo;Winter;3;No;Next Day Air;No;No;40;Credit Card;Every 3 Months
2933;65;Female;Backpack;Accessories; $ 88,00 ;Alaska;L;Black;Spring;3,9;No;Express;No;No;3;PayPal;Quarterly
3024;50;Female;Backpack;Accessories; $ 31,00 ;Indiana;M;Brown;Summer;2,9;No;Express;No;No;4;PayPal;Quarterly
3033;26;Female;Backpack;Accessories; $ 58,00 ;California;XL;Green;Summer;3,5;No;Next Day Air;No;No;24;Credit Card;Quarterly
3058;67;Female;Backpack;Accessories; $ 22,00 ;North Carolina;M;Blue;Spring;3,4;No;Next Day Air;No;No;26;Bank Transfer;Weekly
3063;51;Female;Backpack;Accessories; $ 96,00 ;California;L;Green;Fall;3,3;No;Standard;No;No;39;PayPal;Monthly
3161;28;Female;Backpack;Accessories; $ 87,00 ;Nebraska;XL;Turquoise;Fall;3,8;No;Next Day Air;No;No;37;Cash;Fortnightly
3250;26;Female;Backpack;Accessories; $ 83,00 ;Virginia;M;Pink;Summer;3,4;No;Express;No;No;32;Credit Card;Quarterly
3254;36;Female;Backpack;Accessories; $ 60,00 ;Nebraska;M;Brown;Fall;3,2;No;2-Day Shipping;No;No;8;Venmo;Fortnightly
3290;31;Female;Backpack;Accessories; $ 50,00 ;Montana;M;Maroon;Summer;4;No;2-Day Shipping;No;No;16;Venmo;Every 3 Months
3330;34;Female;Backpack;Accessories; $ 54,00 ;New Jersey;M;Gray;Winter;3,8;No;Express;No;No;1;Debit Card;Bi-Weekly
3402;44;Female;Backpack;Accessories; $ 71,00 ;Nevada;L;Peach;Winter;3,4;No;Standard;No;No;39;Credit Card;Weekly
3466;19;Female;Backpack;Accessories; $ 53,00 ;Iowa;M;Gold;Spring;3,4;No;Standard;No;No;31;Debit Card;Weekly
3503;31;Female;Backpack;Accessories; $ 62,00 ;Massachusetts;M;Green;Fall;4,7;No;Next Day Air;No;No;26;Bank Transfer;Quarterly
3524;49;Female;Backpack;Accessories; $ 59,00 ;Nevada;M;Cyan;Summer;2,8;No;Standard;No;No;30;Cash;Fortnightly
3559;68;Female;Backpack;Accessories; $ 94,00 ;Alaska;L;Magenta;Summer;4,8;No;Standard;No;No;9;Venmo;Quarterly
3639;40;Female;Backpack;Accessories; $ 20,00 ;Kansas;M;Olive;Spring;4,6;No;Express;No;No;50;PayPal;Bi-Weekly
3646;38;Female;Backpack;Accessories; $ 90,00 ;Colorado;L;Silver;Summer;3,4;No;Free Shipping;No;No;31;Credit Card;Every 3 Months
3664;65;Female;Backpack;Accessories; $ 59,00 ;Florida;M;Green;Summer;4,4;No;Express;No;No;49;Credit Card;Weekly
3678;32;Female;Backpack;Accessories; $ 30,00 ;Michigan;M;Gray;Fall;2,8;No;Standard;No;No;43;Cash;Annually
3700;51;Female;Backpack;Accessories; $ 55,00 ;Oklahoma;M;Olive;Fall;2,6;No;Store Pickup;No;No;24;Bank Transfer;Weekly
3749;34;Female;Backpack;Accessories; $ 25,00 ;Delaware;M;Violet;Fall;3,9;No;2-Day Shipping;No;No;3;Venmo;Annually
3762;60;Female;Backpack;Accessories; $ 30,00 ;Nevada;M;Green;Summer;2,8;No;Next Day Air;No;No;3;Venmo;Every 3 Months
3832;36;Female;Backpack;Accessories; $ 86,00 ;Nevada;L;Silver;Spring;4;No;Next Day Air;No;No;16;Debit Card;Every 3 Months
3897;52;Female;Backpack;Accessories; $ 49,00 ;Iowa;L;White;Spring;4,5;No;Store Pickup;No;No;41;Bank Transfer;Bi-Weekly
60;63;Male;Belt;Accessories; $ 79,00 ;Louisiana;L;Yellow;Spring;4,6;Yes;Standard;Yes;Yes;4;Debit Card;Weekly
70;48;Male;Belt;Accessories; $ 70,00 ;Tennessee;S;Cyan;Summer;4,4;Yes;Express;Yes;Yes;5;Cash;Weekly
71;22;Male;Belt;Accessories; $ 29,00 ;Alabama;M;Magenta;Fall;4,2;Yes;Express;Yes;Yes;32;Debit Card;Every 3 Months
112;26;Male;Belt;Accessories; $ 75,00 ;Massachusetts;L;Purple;Summer;5;Yes;Free Shipping;Yes;Yes;9;Credit Card;Annually
194;36;Male;Belt;Accessories; $ 100,00 ;North Dakota;S;Silver;Fall;3;Yes;Standard;Yes;Yes;29;Venmo;Annually
220;32;Male;Belt;Accessories; $ 88,00 ;Nevada;M;Cyan;Spring;3;Yes;Free Shipping;Yes;Yes;12;Cash;Fortnightly
245;53;Male;Belt;Accessories; $ 42,00 ;Oregon;S;Indigo;Spring;4,9;Yes;2-Day Shipping;Yes;Yes;39;PayPal;Weekly
249;47;Male;Belt;Accessories; $ 100,00 ;Pennsylvania;M;Blue;Winter;4,8;Yes;Express;Yes;Yes;33;PayPal;Weekly
282;38;Male;Belt;Accessories; $ 61,00 ;Oklahoma;XL;Charcoal;Spring;2,5;Yes;Standard;Yes;Yes;22;Debit Card;Bi-Weekly
323;41;Male;Belt;Accessories; $ 95,00 ;Tennessee;S;Cyan;Winter;3;Yes;Standard;Yes;Yes;47;Credit Card;Monthly
358;18;Male;Belt;Accessories; $ 56,00 ;Arkansas;M;Olive;Spring;4;Yes;Standard;Yes;Yes;16;Credit Card;Bi-Weekly
370;38;Male;Belt;Accessories; $ 40,00 ;Wisconsin;M;Silver;Summer;3,3;Yes;Store Pickup;Yes;Yes;45;PayPal;Quarterly
398;22;Male;Belt;Accessories; $ 46,00 ;Mississippi;M;Indigo;Fall;3;Yes;Free Shipping;Yes;Yes;26;Cash;Annually
417;36;Male;Belt;Accessories; $ 55,00 ;Oregon;L;Olive;Spring;3,8;Yes;Free Shipping;Yes;Yes;24;Bank Transfer;Fortnightly
439;52;Male;Belt;Accessories; $ 23,00 ;Iowa;M;Turquoise;Winter;4,3;Yes;Express;Yes;Yes;12;Credit Card;Fortnightly
483;41;Male;Belt;Accessories; $ 42,00 ;Connecticut;M;Yellow;Winter;2,5;Yes;2-Day Shipping;Yes;Yes;11;Venmo;Annually
520;19;Male;Belt;Accessories; $ 54,00 ;Minnesota;L;Blue;Summer;4,4;Yes;2-Day Shipping;Yes;Yes;17;Bank Transfer;Quarterly
551;62;Male;Belt;Accessories; $ 62,00 ;Georgia;M;Olive;Summer;3,3;Yes;Store Pickup;Yes;Yes;12;PayPal;Weekly
591;64;Male;Belt;Accessories; $ 39,00 ;Alaska;S;Turquoise;Fall;4,6;Yes;Standard;Yes;Yes;30;Venmo;Fortnightly
697;44;Male;Belt;Accessories; $ 42,00 ;Utah;L;Green;Fall;2,8;Yes;Standard;Yes;Yes;49;Cash;Monthly
757;62;Male;Belt;Accessories; $ 99,00 ;Montana;S;Orange;Summer;4,8;Yes;Standard;Yes;Yes;24;Cash;Fortnightly
763;45;Male;Belt;Accessories; $ 46,00 ;New Mexico;M;Pink;Fall;3,9;Yes;Standard;Yes;Yes;43;Debit Card;Fortnightly
800;55;Male;Belt;Accessories; $ 55,00 ;Nevada;L;Brown;Summer;3,3;Yes;Free Shipping;Yes;Yes;31;PayPal;Annually
802;25;Male;Belt;Accessories; $ 29,00 ;New Mexico;L;Blue;Fall;4,9;Yes;Express;Yes;Yes;12;Credit Card;Fortnightly
826;27;Male;Belt;Accessories; $ 94,00 ;Nebraska;XL;Brown;Fall;3,6;Yes;Next Day Air;Yes;Yes;17;Cash;Monthly
846;31;Male;Belt;Accessories; $ 21,00 ;Michigan;XL;Charcoal;Winter;3,7;Yes;Standard;Yes;Yes;30;Venmo;Monthly
877;41;Male;Belt;Accessories; $ 51,00 ;Nebraska;L;Gray;Summer;3,8;Yes;2-Day Shipping;Yes;Yes;1;Debit Card;Weekly
890;59;Male;Belt;Accessories; $ 84,00 ;Arizona;S;Olive;Fall;2,8;Yes;Free Shipping;Yes;Yes;50;Venmo;Weekly
899;54;Male;Belt;Accessories; $ 70,00 ;Nevada;L;Red;Spring;3,5;Yes;2-Day Shipping;Yes;Yes;19;Bank Transfer;Every 3 Months
910;61;Male;Belt;Accessories; $ 56,00 ;Louisiana;L;Silver;Fall;2,7;Yes;Express;Yes;Yes;36;PayPal;Weekly
921;37;Male;Belt;Accessories; $ 81,00 ;Arkansas;XL;Gold;Summer;4,3;Yes;Free Shipping;Yes;Yes;37;Cash;Weekly
941;48;Male;Belt;Accessories; $ 44,00 ;Colorado;S;Maroon;Spring;2,6;Yes;Store Pickup;Yes;Yes;15;PayPal;Every 3 Months
945;54;Male;Belt;Accessories; $ 97,00 ;Indiana;S;Gray;Spring;4,8;Yes;Express;Yes;Yes;39;Cash;Bi-Weekly
978;20;Male;Belt;Accessories; $ 20,00 ;Washington;M;Black;Spring;4,6;Yes;Express;Yes;Yes;34;Cash;Bi-Weekly
982;27;Male;Belt;Accessories; $ 42,00 ;Maryland;M;Silver;Spring;3,5;Yes;Next Day Air;Yes;Yes;47;Credit Card;Quarterly
1014;59;Male;Belt;Accessories; $ 69,00 ;South Carolina;XL;Green;Summer;3,8;Yes;2-Day Shipping;Yes;Yes;31;Venmo;Bi-Weekly
1017;20;Male;Belt;Accessories; $ 30,00 ;Idaho;XL;Blue;Summer;3,4;Yes;Express;Yes;Yes;15;Bank Transfer;Every 3 Months
1040;29;Male;Belt;Accessories; $ 46,00 ;Michigan;M;Magenta;Fall;4,8;Yes;Standard;Yes;Yes;39;Venmo;Monthly
1043;55;Male;Belt;Accessories; $ 80,00 ;Maryland;M;Maroon;Spring;4,9;Yes;Next Day Air;Yes;Yes;47;Credit Card;Weekly
1082;62;Male;Belt;Accessories; $ 30,00 ;Idaho;XL;Brown;Spring;4,5;No;Standard;Yes;Yes;45;Credit Card;Annually
1119;49;Male;Belt;Accessories; $ 65,00 ;Indiana;M;Purple;Summer;4,9;No;Standard;Yes;Yes;11;PayPal;Every 3 Months
